Full Name,State,County,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent,FIPS
"Hampshire County, Massachusetts",Massachusetts,Hampshire County,2023,162502,13382.0,1989,79969,1231,25015
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2005,1405511,25974.0,8212,69045,983,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2006,1467016,28509.0,10285,70954,1027,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2007,1473416,37330.0,6683,74700,1026,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2008,1482478,36873.0,9703,78202,1069,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2009,1505006,36652.0,11317,78077,1092,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2010,1506008,35160.0,13235,75534,1099,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2011,1518171,37829.0,10920,76978,1127,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2012,1537215,37604.0,11787,82226,1152,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2013,1552802,38990.0,12092,82425,1199,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2014,1570315,49919.0,12444,84464,1226,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2015,1585139,46505.0,10266,90267,1315,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2016,1589774,50052.0,9104,95249,1368,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2017,1602947,52410.0,9689,98555,1415,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2018,1614714,51931.0,11824,100517,1536,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2019,1611699,55322.0,10498,107056,1629,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2021,1614742,280160.0,26564,112764,1754,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2022,1617105,218253.0,16920,118800,1835,25017
"Middlesex County, Massachusetts",Massachusetts,Middlesex County,2023,1623952,181433.0,16417,123705,2025,25017
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2005,636632,11631.0,3114,71561,1036,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2006,654753,12003.0,3304,73339,1057,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2007,654909,12339.0,3986,79206,1057,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2008,659909,13791.0,4002,81444,1098,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2009,666303,15216.0,3445,79869,1095,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2010,672376,15846.0,5545,80440,1099,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2011,675436,15997.0,5436,81889,1138,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2012,681845,13736.0,5016,80248,1136,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2013,687802,16433.0,5678,84317,1206,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2014,692254,16133.0,4515,90506,1283,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2015,696023,16310.0,5761,94039,1282,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2016,697181,19105.0,3856,92696,1379,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2017,700322,21738.0,5251,100829,1396,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2018,705388,23231.0,4155,100356,1425,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2019,706775,23580.0,4951,107361,1560,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2021,724505,103896.0,9031,115357,1712,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2022,725531,86600.0,6679,115969,1841,25021
"Norfolk County, Massachusetts",Massachusetts,Norfolk County,2023,727473,76796.0,6532,123903,1907,25021
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2005,481100,9879.0,3093,66778,823,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2006,493623,7564.0,2152,66807,849,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2007,490258,10587.0,4003,71113,896,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2008,492066,8379.0,4198,73335,917,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2009,498344,8989.0,3780,71130,907,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2010,495780,8364.0,4487,72076,949,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2011,497579,10921.0,5609,68253,981,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2012,499759,8508.0,6571,73396,963,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2013,501915,10511.0,6393,76183,1013,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2014,507022,8377.0,4443,74936,970,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2015,510393,10105.0,4219,75080,1034,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2016,513565,13519.0,4003,82087,1055,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2017,515142,15074.0,4308,86910,1124,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2018,518132,12821.0,3974,90484,1141,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2019,521202,13088.0,4959,90880,1142,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2021,533003,56194.0,6283,100082,1293,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2022,533069,45846.0,5535,103173,1434,25023
"Plymouth County, Massachusetts",Massachusetts,Plymouth County,2023,535308,37995.0,8531,108742,1584,25023
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2005,620053,7767.0,10089,43180,968,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2006,687610,9857.0,12348,47694,950,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2007,713049,8751.0,11649,50181,968,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2008,732684,10823.0,9928,51208,1024,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2009,753580,12978.0,10573,54771,1058,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2010,723323,13492.0,13466,50020,1102,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2011,730932,13378.0,13618,49276,1104,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2012,744426,12071.0,11194,51049,1097,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2013,755503,12821.0,12726,54747,1145,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2014,767254,12258.0,10936,54585,1177,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2015,778121,12559.0,9091,56771,1240,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2016,784230,12368.0,11197,61796,1330,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2017,797939,12413.0,8838,66459,1408,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2018,807252,16027.0,9705,69985,1525,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2019,803907,18081.0,9376,77558,1616,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2021,771245,116797.0,13451,78155,1679,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2022,766381,81957.0,13776,85358,1784,25025
"Suffolk County, Massachusetts",Massachusetts,Suffolk County,2023,768425,72365.0,13332,93360,1956,25025
"Worcester County, Massachusetts",Massachusetts,Worcester County,2005,759409,12095.0,6159,55513,682,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2006,784992,13330.0,6959,58984,671,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2007,781352,13909.0,9151,61988,710,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2008,783806,14870.0,7781,66878,735,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2009,803701,15983.0,8918,63360,735,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2010,799553,14407.0,10091,61212,750,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2011,801227,15551.0,9297,60493,755,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2012,806163,14422.0,9403,62505,780,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2013,809106,19064.0,10027,62483,805,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2014,813475,17676.0,7712,65407,810,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2015,818963,17730.0,8580,65753,842,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2016,819589,25143.0,7778,69295,849,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2017,826116,24425.0,10347,70402,879,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2018,830839,23042.0,9823,71853,922,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2019,830622,28780.0,8674,78345,943,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2021,862029,79026.0,14092,84952,1053,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2022,862927,69994.0,12057,86258,1118,25027
"Worcester County, Massachusetts",Massachusetts,Worcester County,2023,866866,56876.0,10404,94099,1238,25027
"Allegan County, Michigan",Michigan,Allegan County,2005,111257,,1240,46672,507,26005
"Allegan County, Michigan",Michigan,Allegan County,2006,113501,,1215,50558,481,26005
"Allegan County, Michigan",Michigan,Allegan County,2007,112761,2103.0,1237,50730,531,26005
"Allegan County, Michigan",Michigan,Allegan County,2008,112975,,936,49201,541,26005
"Allegan County, Michigan",Michigan,Allegan County,2009,113449,,1252,50316,547,26005
"Allegan County, Michigan",Michigan,Allegan County,2010,111503,,1486,44847,578,26005
"Allegan County, Michigan",Michigan,Allegan County,2011,111234,,1470,50508,596,26005
"Allegan County, Michigan",Michigan,Allegan County,2012,112039,,2434,50078,620,26005
"Allegan County, Michigan",Michigan,Allegan County,2013,112531,2163.0,982,56077,606,26005
"Allegan County, Michigan",Michigan,Allegan County,2014,113847,,1205,53796,621,26005
"Allegan County, Michigan",Michigan,Allegan County,2015,114625,,526,55250,669,26005
"Allegan County, Michigan",Michigan,Allegan County,2016,115548,,542,57846,640,26005
"Allegan County, Michigan",Michigan,Allegan County,2017,116447,,485,62853,670,26005
"Allegan County, Michigan",Michigan,Allegan County,2018,117327,,455,61353,719,26005
"Allegan County, Michigan",Michigan,Allegan County,2019,118081,,478,66278,703,26005
"Allegan County, Michigan",Michigan,Allegan County,2021,120950,,2062,74371,851,26005
"Allegan County, Michigan",Michigan,Allegan County,2022,121210,4878.0,1173,75901,802,26005
"Allegan County, Michigan",Michigan,Allegan County,2023,121939,,816,78779,873,26005
"Bay County, Michigan",Michigan,Bay County,2005,107256,,1331,41384,442,26017
"Bay County, Michigan",Michigan,Bay County,2006,108390,,1144,41774,456,26017
"Bay County, Michigan",Michigan,Bay County,2007,107517,,1278,42375,472,26017
"Bay County, Michigan",Michigan,Bay County,2008,107495,1261.0,1721,45913,468,26017
"Bay County, Michigan",Michigan,Bay County,2009,107434,,2269,44029,494,26017
"Bay County, Michigan",Michigan,Bay County,2010,107703,,1706,45451,454,26017
"Bay County, Michigan",Michigan,Bay County,2011,107110,,1198,43361,494,26017
"Bay County, Michigan",Michigan,Bay County,2012,106935,848.0,1938,44548,532,26017
"Bay County, Michigan",Michigan,Bay County,2013,106832,1296.0,1789,41281,520,26017
"Bay County, Michigan",Michigan,Bay County,2014,106179,,1562,46844,519,26017
"Bay County, Michigan",Michigan,Bay County,2015,105659,,854,46560,515,26017
"Bay County, Michigan",Michigan,Bay County,2016,104747,,1164,44756,512,26017
"Bay County, Michigan",Michigan,Bay County,2017,104239,,1333,44770,533,26017
"Bay County, Michigan",Michigan,Bay County,2018,103923,,694,50606,575,26017
"Bay County, Michigan",Michigan,Bay County,2019,103126,,1231,49610,583,26017
"Bay County, Michigan",Michigan,Bay County,2021,102985,,1797,56911,573,26017
"Bay County, Michigan",Michigan,Bay County,2022,102821,,1158,55134,638,26017
"Bay County, Michigan",Michigan,Bay County,2023,102500,,1556,58675,666,26017
"Berrien County, Michigan",Michigan,Berrien County,2005,158224,,3781,39419,439,26021
"Berrien County, Michigan",Michigan,Berrien County,2006,161705,2485.0,1938,41875,467,26021
"Berrien County, Michigan",Michigan,Berrien County,2007,159589,,1762,42079,464,26021
"Berrien County, Michigan",Michigan,Berrien County,2008,159481,3007.0,1960,42512,504,26021
"Berrien County, Michigan",Michigan,Berrien County,2009,160472,,2145,39508,469,26021
"Berrien County, Michigan",Michigan,Berrien County,2010,156805,,2012,40329,495,26021
"Berrien County, Michigan",Michigan,Berrien County,2011,156941,,2236,40831,516,26021
"Berrien County, Michigan",Michigan,Berrien County,2012,156067,2806.0,2066,43526,535,26021
"Berrien County, Michigan",Michigan,Berrien County,2013,155252,2876.0,1510,44747,529,26021
"Berrien County, Michigan",Michigan,Berrien County,2014,155233,4711.0,1244,44031,538,26021
"Berrien County, Michigan",Michigan,Berrien County,2015,154636,2895.0,1548,46649,586,26021
"Berrien County, Michigan",Michigan,Berrien County,2016,154010,2442.0,1182,47083,575,26021
"Berrien County, Michigan",Michigan,Berrien County,2017,154259,,1344,48629,601,26021
"Berrien County, Michigan",Michigan,Berrien County,2018,154141,2242.0,2800,51262,580,26021
"Berrien County, Michigan",Michigan,Berrien County,2019,153401,2869.0,1429,50153,626,26021
"Berrien County, Michigan",Michigan,Berrien County,2021,153101,,1937,57535,665,26021
"Berrien County, Michigan",Michigan,Berrien County,2022,152900,7547.0,1255,61333,707,26021
"Berrien County, Michigan",Michigan,Berrien County,2023,152261,,1627,62460,765,26021
"Calhoun County, Michigan",Michigan,Calhoun County,2005,134628,,2995,40223,464,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2006,137991,1889.0,3108,43421,498,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2007,136615,1412.0,2234,41150,500,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2008,135861,,1849,41181,501,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2009,135616,,1766,38507,523,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2010,136072,,1933,42921,516,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2011,135490,,2145,38666,527,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2012,135099,1350.0,1838,39190,538,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2013,135012,2111.0,1592,44520,546,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2014,134878,,1705,46088,565,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2015,134314,3228.0,1537,43084,568,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2016,134386,1389.0,1564,45902,588,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2017,134128,1862.0,836,45386,567,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2018,134487,,916,47204,593,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2019,134159,2010.0,881,49055,631,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2021,133819,,1735,55192,645,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2022,133289,,703,59522,703,26025
"Calhoun County, Michigan",Michigan,Calhoun County,2023,133366,,1277,57514,757,26025
"Clinton County, Michigan",Michigan,Clinton County,2005,68524,,362,59495,504,26037
"Clinton County, Michigan",Michigan,Clinton County,2006,69909,,158,56637,603,26037
