State,County,Name,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent
South Carolina,Aiken County,"Aiken County, South Carolina",2021,170776,,461,55138,716
South Carolina,Anderson County,"Anderson County, South Carolina",2021,206908,5891.0,1722,59037,661
South Carolina,Beaufort County,"Beaufort County, South Carolina",2021,191748,,1406,70501,1205
South Carolina,Berkeley County,"Berkeley County, South Carolina",2021,236701,,1529,75004,1135
South Carolina,Charleston County,"Charleston County, South Carolina",2021,413024,35652.0,3691,72147,1158
South Carolina,Dorchester County,"Dorchester County, South Carolina",2021,163327,,537,70009,1006
South Carolina,Florence County,"Florence County, South Carolina",2021,136504,,1293,51860,679
South Carolina,Greenville County,"Greenville County, South Carolina",2021,533834,40438.0,4327,68540,927
South Carolina,Greenwood County,"Greenwood County, South Carolina",2021,69241,,732,52636,601
South Carolina,Horry County,"Horry County, South Carolina",2021,365579,14582.0,2502,55819,881
South Carolina,Kershaw County,"Kershaw County, South Carolina",2021,66130,,958,47995,633
South Carolina,Lancaster County,"Lancaster County, South Carolina",2021,100336,,578,69796,561
South Carolina,Laurens County,"Laurens County, South Carolina",2021,67803,,540,56624,556
South Carolina,Lexington County,"Lexington County, South Carolina",2021,300137,,1899,64800,794
South Carolina,Oconee County,"Oconee County, South Carolina",2021,79203,,339,50393,540
South Carolina,Orangeburg County,"Orangeburg County, South Carolina",2021,82962,,1099,34685,515
South Carolina,Pickens County,"Pickens County, South Carolina",2021,132229,,209,48489,708
South Carolina,Richland County,"Richland County, South Carolina",2021,418307,24854.0,3013,56439,847
South Carolina,Spartanburg County,"Spartanburg County, South Carolina",2021,335864,14470.0,1809,60472,728
South Carolina,Sumter County,"Sumter County, South Carolina",2021,104758,,1270,46003,628
South Carolina,York County,"York County, South Carolina",2021,288595,,1703,72772,1004
South Dakota,Lincoln County,"Lincoln County, South Dakota",2021,67870,,155,82898,949
South Dakota,Minnehaha County,"Minnehaha County, South Dakota",2021,199685,16069.0,1239,72748,776
South Dakota,Pennington County,"Pennington County, South Dakota",2021,111806,,1619,64057,874
Tennessee,Anderson County,"Anderson County, Tennessee",2021,77576,,1158,60364,714
Tennessee,Blount County,"Blount County, Tennessee",2021,137605,,706,62102,734
Tennessee,Bradley County,"Bradley County, Tennessee",2021,110162,,776,56139,648
Tennessee,Davidson County,"Davidson County, Tennessee",2021,703953,87456.0,9465,65348,1180
Tennessee,Greene County,"Greene County, Tennessee",2021,70621,,1409,56488,516
Tennessee,Hamilton County,"Hamilton County, Tennessee",2021,369135,28470.0,2559,66096,873
Tennessee,Knox County,"Knox County, Tennessee",2021,486677,35227.0,4597,64894,876
Tennessee,Madison County,"Madison County, Tennessee",2021,98775,,542,53720,719
Tennessee,Maury County,"Maury County, Tennessee",2021,104760,,1011,68840,863
Tennessee,Montgomery County,"Montgomery County, Tennessee",2021,227900,,2447,63331,934
Tennessee,Putnam County,"Putnam County, Tennessee",2021,81188,,1222,52278,639
Tennessee,Robertson County,"Robertson County, Tennessee",2021,74098,,677,65139,760
Tennessee,Rutherford County,"Rutherford County, Tennessee",2021,352182,,2545,78201,1090
Tennessee,Sevier County,"Sevier County, Tennessee",2021,99517,,2108,50239,694
Tennessee,Shelby County,"Shelby County, Tennessee",2021,924454,52488.0,6734,54841,788
Tennessee,Sullivan County,"Sullivan County, Tennessee",2021,159265,,1154,48063,602
Tennessee,Sumner County,"Sumner County, Tennessee",2021,200557,,1597,70092,1034
Tennessee,Washington County,"Washington County, Tennessee",2021,134236,,837,56009,724
Tennessee,Williamson County,"Williamson County, Tennessee",2021,255735,,655,117927,1492
Tennessee,Wilson County,"Wilson County, Tennessee",2021,151917,,352,80960,1090
Texas,Angelina County,"Angelina County, Texas",2021,86506,,1327,50045,739
Texas,Bastrop County,"Bastrop County, Texas",2021,102058,,916,80423,820
Texas,Bell County,"Bell County, Texas",2021,379617,16018.0,2486,58542,835
Texas,Bexar County,"Bexar County, Texas",2021,2028236,152574.0,23573,63057,984
Texas,Bowie County,"Bowie County, Texas",2021,92581,,612,54154,663
Texas,Brazoria County,"Brazoria County, Texas",2021,379689,,5797,82460,1062
Texas,Brazos County,"Brazos County, Texas",2021,237032,13154.0,2023,49362,887
Texas,Cameron County,"Cameron County, Texas",2021,423029,13009.0,4826,48115,651
Texas,Collin County,"Collin County, Texas",2021,1109462,184438.0,7494,101494,1403
Texas,Comal County,"Comal County, Texas",2021,174986,,1436,93829,1173
Texas,Coryell County,"Coryell County, Texas",2021,84232,,350,62737,851
Texas,Dallas County,"Dallas County, Texas",2021,2586050,227647.0,25747,63494,1125
Texas,Denton County,"Denton County, Texas",2021,941647,137677.0,11420,97671,1206
Texas,Ector County,"Ector County, Texas",2021,161091,,2042,57473,931
Texas,El Paso County,"El Paso County, Texas",2021,867947,37538.0,10574,51044,774
Texas,Ellis County,"Ellis County, Texas",2021,202678,,875,89799,994
Texas,Fort Bend County,"Fort Bend County, Texas",2021,858527,81322.0,10485,96468,1343
Texas,Galveston County,"Galveston County, Texas",2021,355062,22826.0,4289,78336,1033
Texas,Grayson County,"Grayson County, Texas",2021,139336,,1282,62919,841
Texas,Gregg County,"Gregg County, Texas",2021,124201,,1128,59869,752
Texas,Guadalupe County,"Guadalupe County, Texas",2021,177036,,1785,80464,1018
Texas,Harris County,"Harris County, Texas",2021,4728030,328525.0,66299,63498,1012
Texas,Harrison County,"Harrison County, Texas",2021,69150,,365,59405,706
Texas,Hays County,"Hays County, Texas",2021,255397,,2741,76842,1196
Texas,Henderson County,"Henderson County, Texas",2021,83667,,1708,49830,642
Texas,Hidalgo County,"Hidalgo County, Texas",2021,880356,32049.0,6161,44818,672
Texas,Hunt County,"Hunt County, Texas",2021,103394,,1118,56761,833
Texas,Jefferson County,"Jefferson County, Texas",2021,253704,,1546,56904,780
Texas,Johnson County,"Johnson County, Texas",2021,187280,,943,77933,962
Texas,Kaufman County,"Kaufman County, Texas",2021,157768,,1328,72175,1113
Texas,Liberty County,"Liberty County, Texas",2021,97621,,454,55697,673
Texas,Lubbock County,"Lubbock County, Texas",2021,314451,11318.0,3578,57798,825
Texas,McLennan County,"McLennan County, Texas",2021,263115,13888.0,1964,60437,848
Texas,Midland County,"Midland County, Texas",2021,167969,,873,82248,904
Texas,Montgomery County,"Montgomery County, Texas",2021,648886,51438.0,6447,86903,1132
Texas,Nueces County,"Nueces County, Texas",2021,353079,9070.0,2581,59983,926
Texas,Orange County,"Orange County, Texas",2021,84742,,361,71022,842
Texas,Parker County,"Parker County, Texas",2021,156764,,543,85641,985
Texas,Potter County,"Potter County, Texas",2021,116547,,1872,44721,689
Texas,Randall County,"Randall County, Texas",2021,143854,,749,70322,832
Texas,Rockwall County,"Rockwall County, Texas",2021,116381,,1337,121568,1125
Texas,San Patricio County,"San Patricio County, Texas",2021,69699,,1416,59276,937
Texas,Smith County,"Smith County, Texas",2021,237186,,2575,63115,839
Texas,Starr County,"Starr County, Texas",2021,66049,,103,33367,464
Texas,Tarrant County,"Tarrant County, Texas",2021,2126477,175645.0,17218,71346,1105
Texas,Taylor County,"Taylor County, Texas",2021,143326,,635,53315,786
Texas,Tom Green County,"Tom Green County, Texas",2021,119411,,1374,61649,795
Texas,Travis County,"Travis County, Texas",2021,1305154,264606.0,18168,84531,1321
Texas,Victoria County,"Victoria County, Texas",2021,90964,,1152,54596,820
Texas,Walker County,"Walker County, Texas",2021,77977,,896,41470,741
Texas,Webb County,"Webb County, Texas",2021,267945,6086.0,2204,51867,696
Texas,Wichita County,"Wichita County, Texas",2021,130069,,934,53465,715
Texas,Williamson County,"Williamson County, Texas",2021,643026,108195.0,4223,96073,1316
Texas,Wise County,"Wise County, Texas",2021,71714,,364,81400,893
Utah,Cache County,"Cache County, Utah",2021,137417,9586.0,1245,69154,832
Utah,Davis County,"Davis County, Utah",2021,367285,34011.0,1834,93182,1129
Utah,Salt Lake County,"Salt Lake County, Utah",2021,1186421,144450.0,10434,80712,1208
Utah,Tooele County,"Tooele County, Utah",2021,76640,,0,93908,931
Utah,Utah County,"Utah County, Utah",2021,684986,72279.0,4662,86781,1143
Utah,Washington County,"Washington County, Utah",2021,191226,,1663,61186,1094
Utah,Weber County,"Weber County, Utah",2021,267066,22323.0,1339,72087,952
Vermont,Chittenden County,"Chittenden County, Vermont",2021,168865,24244.0,2352,85213,1348
Virginia,Albemarle County,"Albemarle County, Virginia",2021,113535,,604,92568,1341
Virginia,Alexandria city,"Alexandria city, Virginia",2021,154706,39424.0,2066,101162,1742
Virginia,Arlington County,"Arlington County, Virginia",2021,232965,69593.0,1803,125651,1896
Virginia,Augusta County,"Augusta County, Virginia",2021,77563,,54,68584,726
Virginia,Bedford County,"Bedford County, Virginia",2021,80131,,997,66415,637
Virginia,Chesapeake city,"Chesapeake city, Virginia",2021,251269,,2022,88815,1110
Virginia,Chesterfield County,"Chesterfield County, Virginia",2021,370688,40029.0,2126,85796,1141
Virginia,Fairfax County,"Fairfax County, Virginia",2021,1139720,221114.0,10199,134115,1873
Virginia,Fauquier County,"Fauquier County, Virginia",2021,73815,,249,108497,1103
Virginia,Frederick County,"Frederick County, Virginia",2021,93717,,911,86044,1160
Virginia,Hampton city,"Hampton city, Virginia",2021,137746,,1568,57647,1013
Virginia,Hanover County,"Hanover County, Virginia",2021,111603,,710,94381,1065
Virginia,Henrico County,"Henrico County, Virginia",2021,333554,49820.0,3965,78868,1158
Virginia,James City County,"James City County, Virginia",2021,79882,,508,88604,1244
Virginia,Loudoun County,"Loudoun County, Virginia",2021,427592,87374.0,3620,153506,1978
Virginia,Lynchburg city,"Lynchburg city, Virginia",2021,79009,,1771,56110,793
Virginia,Montgomery County,"Montgomery County, Virginia",2021,98473,,776,55210,929
Virginia,Newport News city,"Newport News city, Virginia",2021,184587,,2645,58937,931
Virginia,Norfolk city,"Norfolk city, Virginia",2021,235089,14772.0,3186,58591,938
Virginia,Portsmouth city,"Portsmouth city, Virginia",2021,97840,,1172,54429,918
Virginia,Prince William County,"Prince William County, Virginia",2021,484472,56659.0,2872,118117,1618
Virginia,Richmond city,"Richmond city, Virginia",2021,226604,27408.0,4009,51770,976
Virginia,Roanoke County,"Roanoke County, Virginia",2021,96589,,1034,72231,940
Virginia,Roanoke city,"Roanoke city, Virginia",2021,98865,,2910,47202,696
Virginia,Rockingham County,"Rockingham County, Virginia",2021,84394,,880,73163,786
Virginia,Spotsylvania County,"Spotsylvania County, Virginia",2021,143676,,659,101289,1349
Virginia,Stafford County,"Stafford County, Virginia",2021,160877,,234,117251,1575
Virginia,Suffolk city,"Suffolk city, Virginia",2021,96194,,639,79556,1044
Virginia,Virginia Beach city,"Virginia Beach city, Virginia",2021,457672,38703.0,5029,81634,1260
Virginia,York County,"York County, Virginia",2021,70915,,364,97758,1566
Washington,Benton County,"Benton County, Washington",2021,210025,,2850,77059,934
Washington,Chelan County,"Chelan County, Washington",2021,79646,,789,65847,989
Washington,Clallam County,"Clallam County, Washington",2021,78209,,1537,62695,807
Washington,Clark County,"Clark County, Washington",2021,511404,48881.0,7733,83837,1344
Washington,Cowlitz County,"Cowlitz County, Washington",2021,111524,,2271,71194,851
Washington,Franklin County,"Franklin County, Washington",2021,98268,,949,81940,881
Washington,Grant County,"Grant County, Washington",2021,100297,,831,62227,836
Washington,Grays Harbor County,"Grays Harbor County, Washington",2021,76841,,1197,54631,699
Washington,Island County,"Island County, Washington",2021,87432,,1005,76505,1298
Washington,King County,"King County, Washington",2021,2252305,452212.0,36643,110586,1691
Washington,Kitsap County,"Kitsap County, Washington",2021,274314,23501.0,3217,87314,1362
Washington,Lewis County,"Lewis County, Washington",2021,84398,,2074,65047,783
Washington,Mason County,"Mason County, Washington",2021,67615,,1094,77070,847
Washington,Pierce County,"Pierce County, Washington",2021,925708,71869.0,17088,85866,1390
Washington,Skagit County,"Skagit County, Washington",2021,130696,,1410,72648,1066
Washington,Snohomish County,"Snohomish County, Washington",2021,833540,101036.0,11373,100042,1547
Washington,Spokane County,"Spokane County, Washington",2021,546040,42226.0,11040,65722,940
Washington,Thurston County,"Thurston County, Washington",2021,297977,31528.0,4811,81659,1334
Washington,Whatcom County,"Whatcom County, Washington",2021,228831,18391.0,4382,72055,1215
Washington,Yakima County,"Yakima County, Washington",2021,256035,7643.0,4318,61012,770
West Virginia,Berkeley County,"Berkeley County, West Virginia",2021,126069,,1619,71733,879
West Virginia,Cabell County,"Cabell County, West Virginia",2021,93418,,3148,47020,625
West Virginia,Harrison County,"Harrison County, West Virginia",2021,65158,,915,51533,617
West Virginia,Kanawha County,"Kanawha County, West Virginia",2021,177952,7009.0,4738,56122,657
West Virginia,Monongalia County,"Monongalia County, West Virginia",2021,106387,,1587,56347,734
West Virginia,Raleigh County,"Raleigh County, West Virginia",2021,73771,,679,38687,551
West Virginia,Wood County,"Wood County, West Virginia",2021,83624,,1558,54153,569
Wisconsin,Brown County,"Brown County, Wisconsin",2021,269591,20148.0,2188,66191,744
Wisconsin,Chippewa County,"Chippewa County, Wisconsin",2021,66865,,444,60533,641
Wisconsin,Dane County,"Dane County, Wisconsin",2021,563951,76358.0,5190,77221,1090
Wisconsin,Dodge County,"Dodge County, Wisconsin",2021,89313,,717,65773,694
Wisconsin,Eau Claire County,"Eau Claire County, Wisconsin",2021,106452,,1510,62445,738
Wisconsin,Fond du Lac County,"Fond du Lac County, Wisconsin",2021,104362,5901.0,611,69068,693
Wisconsin,Jefferson County,"Jefferson County, Wisconsin",2021,84943,,575,68319,767
Wisconsin,Kenosha County,"Kenosha County, Wisconsin",2021,168732,8729.0,1840,70971,916
Wisconsin,La Crosse County,"La Crosse County, Wisconsin",2021,120433,7086.0,651,60382,825
Wisconsin,Manitowoc County,"Manitowoc County, Wisconsin",2021,81505,,658,57918,583
Wisconsin,Marathon County,"Marathon County, Wisconsin",2021,137648,10500.0,1187,74494,685
Wisconsin,Milwaukee County,"Milwaukee County, Wisconsin",2021,928059,75233.0,12363,56347,821
Wisconsin,Outagamie County,"Outagamie County, Wisconsin",2021,191545,14791.0,1277,73057,727
Wisconsin,Ozaukee County,"Ozaukee County, Wisconsin",2021,92497,,737,85402,850
Wisconsin,Portage County,"Portage County, Wisconsin",2021,70468,,909,65928,716
Wisconsin,Racine County,"Racine County, Wisconsin",2021,196896,10812.0,2731,68758,762
Wisconsin,Rock County,"Rock County, Wisconsin",2021,164381,,2147,66090,748
Wisconsin,Sauk County,"Sauk County, Wisconsin",2021,65697,,622,70914,732
Wisconsin,Sheboygan County,"Sheboygan County, Wisconsin",2021,117747,,809,62188,661
Wisconsin,St. Croix County,"St. Croix County, Wisconsin",2021,95044,,610,93547,1022
Wisconsin,Walworth County,"Walworth County, Wisconsin",2021,106799,,623,69996,836
Wisconsin,Washington County,"Washington County, Wisconsin",2021,137175,,754,83384,795
Wisconsin,Waukesha County,"Waukesha County, Wisconsin",2021,408756,41561.0,3548,94171,1017
Wisconsin,Winnebago County,"Winnebago County, Wisconsin",2021,171623,11290.0,2776,64095,695
Wisconsin,Wood County,"Wood County, Wisconsin",2021,74070,,2067,52627,625
Wyoming,Laramie County,"Laramie County, Wyoming",2021,100863,,1831,61381,805
Wyoming,Natrona County,"Natrona County, Wyoming",2021,79555,,1026,63605,841
Alabama,Baldwin County,"Baldwin County, Alabama",2022,246435,,905,69914,892
Alabama,Calhoun County,"Calhoun County, Alabama",2022,115788,,965,52819,505
Alabama,Cullman County,"Cullman County, Alabama",2022,90665,,386,63229,501
Alabama,DeKalb County,"DeKalb County, Alabama",2022,71998,,429,49663,437
Alabama,Elmore County,"Elmore County, Alabama",2022,89563,,297,71651,796
Alabama,Etowah County,"Etowah County, Alabama",2022,103088,,614,57098,557
Alabama,Houston County,"Houston County, Alabama",2022,108079,2338.0,853,56705,613
Alabama,Jefferson County,"Jefferson County, Alabama",2022,665409,33709.0,3820,61968,845
Alabama,Lauderdale County,"Lauderdale County, Alabama",2022,95878,,823,59461,583
